time,contactflag_LF,contactflag_RF,contactflag_LH,contactflag_RH,base_positionInWorld_x,base_positionInWorld_y,base_positionInWorld_z,base_quaternion_w,base_quaternion_x,base_quaternion_y,base_quaternion_z,base_linearvelocityInBase_x,base_linearvelocityInBase_y,base_linearvelocityInBase_z,base_angularvelocityInBase_x,base_angularvelocityInBase_y,base_angularvelocityInBase_z,jointAngle_LF_HAA,jointAngle_LF_HFE,jointAngle_LF_KFE,jointAngle_RF_HAA,jointAngle_RF_HFE,jointAngle_RF_KFE,jointAngle_LH_HAA,jointAngle_LH_HFE,jointAngle_LH_KFE,jointAngle_RH_HAA,jointAngle_RH_HFE,jointAngle_RH_KFE,jointVelocity_LF_HAA,jointVelocity_LF_HFE,jointVelocity_LF_KFE,jointVelocity_RF_HAA,jointVelocity_RF_HFE,jointVelocity_RF_KFE,jointVelocity_LH_HAA,jointVelocity_LH_HFE,jointVelocity_LH_KFE,jointVelocity_RH_HAA,jointVelocity_RH_HFE,jointVelocity_RH_KFE,contactForcesInWorld_LF_x,contactForcesInWorld_LF_y,contactForcesInWorld_LF_z,contactForcesInWorld_RF_x,contactForcesInWorld_RF_y,contactForcesInWorld_RF_z,contactForcesInWorld_LH_x,contactForcesInWorld_LH_y,contactForcesInWorld_LH_z,contactForcesInWorld_RH_x,contactForcesInWorld_RH_y,contactForcesInWorld_RH_z
0.0,1.0,1.0,1.0,1.0,-4.1399177600865628e-22,7.794371290226094e-22,0.49732904407867157,1.0,4.971475164066711e-22,-2.234647375162433e-21,3.3485581254605336e-23,-0.0011516928631425008,-0.005888308075735927,0.009411731662396505,-0.04792597737654312,-0.044440797205987426,-0.018015848990804148,-4.872120305816547e-22,0.49999999999999994,-1.000000000015507,1.3364837633393094e-21,0.49999999999999994,-1.000000000015507,-3.797325942399921e-22,-0.49999999999999994,1.0000000000155072,-2.84300089838222e-22,-0.49999999999999994,1.0000000000155072,0.07875903612703453,-0.00662835209003898,0.12329430881664383,0.08203744316877494,0.5159462027080619,-1.0232690939297129,0.04466653259199814,0.023559431658641827,0.055613454387861694,0.044601764049552996,0.03207182049199009,0.007297610411667321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008333333333333333,1.0,0.0,1.0,1.0,-9.597440526187506e-06,-4.906923396446606e-05,0.4974074751758582,0.999999960100221,-0.00019969156974637974,-0.0001851699858955337,-7.506603646331116e-05,0.0008920030827200005,-0.006640138744367305,0.00736041904243696,-0.04715794099237664,-0.04142052890194799,-0.023273844396704015,0.000656325301058621,0.49994476373258295,-0.9989725474420349,0.0006836453597397911,0.5042995516892338,-1.0085272424649212,0.00037222110493331784,-0.4998036714028446,1.0004634454687393,0.0003716813670796083,-0.49973273482923336,1.0000608134356044,0.08495365794419694,0.004097076485712892,0.1075653018945566,0.09203347825792177,0.5322014711210243,-1.0486486553145458,0.040615503056243,0.025160107997640457,0.05914334777844754,0.04056918839359463,0.02956129639731464,0.010506557247480508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016666666666666666,1.0,0.0,1.0,1.0,1.4804666434567825e-05,-0.00011062220267487589,0.49745176741361413,0.9999998444026621,-0.0003929628154775116,-0.0003451895198277604,-0.00019395636760220026,0.004533082635683812,-0.007570382579736118,0.004898150342265105,-0.046631621498607105,-0.03757265775137584,-0.030783871644233123,0.0014158942990699492,0.5000682846080952,-0.998207244983931,0.0015338913042986962,0.5088700245186837,-1.0174774776040827,0.0006769250509373833,-0.49958066486670594,1.0009857224784813,0.0006761531398932438,-0.49950731172671137,1.0001751093029652,0.09402449909584129,0.020636223669255882,0.08691973538334397,0.10869508742324753,0.5563176241485346,-1.0772100526178008,0.03510336424820518,0.030448260042328368,0.06212617132431486,0.03508854293383626,0.029337197957752803,0.012236275611048342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025,1.0,0.0,1.0,1.0,6.584858747438667e-05,-0.00017520734472043815,0.49748926228654267,0.9999996478404751,-0.000588256702328382,-0.0004983042366971182,-0.0003316110154591505,0.00735776817933611,-0.007810198893892561,0.0043884663583232736,-0.046986470436578956,-0.03652757146659483,-0.034001980550923024,0.002223400285989309,0.5002887007937372,-0.9975238851856458,0.00249523015012725,0.5135715120917094,-1.0264807433418845,0.0009572771757367374,-0.4992962004021391,1.001498881657478,0.0009564904159768792,-0.4992437815299375,1.0002647513624552,0.09807922070582814,0.030150367801953237,0.08006852012695687,0.12034098989607685,0.5704495174913471,-1.0792862713876428,0.03297524063257423,0.03735970831957314,0.06058480103998676,0.0329785624005489,0.034255872914299434,0.009328148826037719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03333333333333333,1.0,0.0,1.0,1.0,0.00013727477585304736,-0.0002407872485325358,0.4975251837976665,0.9999993673751956,-0.0007844748580323617,-0.000649624121958394,-0.0004773226433166358,0.009523563871687245,-0.007900880757670797,0.004250608014008238,-0.0471582347848635,-0.036251430625249735,-0.035394867052207936,0.003050547977500418,0.5005707907381277,-0.9968727696484817,0.00353957446923331,0.5183775164768728,-1.03546558212721,0.0012265123948136205,-0.4989580030613797,1.001995469162481,0.0012257958465690588,-0.49893638051147304,1.0003305784500658,0.09978114215083292,0.03649809898583989,0.07700552077518852,0.12966589058977232,0.5821589061353327,-1.0756272848487525,0.03203323117946639,0.043090979875718416,0.05872980777029024,0.03204568096363269,0.03911727446592739,0.006868221437690281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.041666666666666664,1.0,0.0,1.0,1.0,0.00022435661245935487,-0.0003069286401185009,0.49756051846937044,0.9999990019685314,-0.000981193712868994,-0.0008004437260605303,-0.0006265865304671916,0.011191561912177378,-0.0079599603705029,0.0041850274505471595,-0.04726559967475388,-0.036169092707120314,-0.036019942281683266,0.0038864193218365243,0.5008970024435012,-0.9962404598393927,0.004656328326623455,0.5232741605272982,-1.0444078647560304,0.0014911643620611772,-0.4985780174042105,1.0024777117869828,0.0014905850987040907,-0.49859182695550536,1.00037922171975,0.10057324261769818,0.04112655165959378,0.07507224935738854,0.13811866054948646,0.5924089230121266,-1.0697443716216704,0.03166869340293792,0.04752421704649623,0.05717740219294942,0.03168904512079585,0.04312375444166627,0.005090734921515683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,1.0,0.0,1.0,1.0,0.00032352238379666727,-0.00037354940401244084,0.49759549307649803,0.9999985512633214,-0.0011783027719092694,-0.0009510809117121509,-0.0007775081578191672,0.01248281734164663,-0.008013080899248686,0.004137752608962658,-0.04735620908387701,-0.036133208770374986,-0.03632203898100073,0.004726768687795388,0.5012562332657876,-0.9956215654925252,0.005841552145058084,0.5282509985270749,-1.0532946549875712,0.0017543239515292524,-0.49816593277727145,1.0029484258656969,0.001753946598582323,-0.4982176512707786,1.000415424032091,0.10100871008480278,0.04461891758067438,0.07365635378711932,0.1462490100593113,0.6015206984888932,-1.0625150015856466,0.0315728611834085,0.05094067680834202,0.055931846974823785,0.03160089450147072,0.04629692514757422,0.0037852714244257513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.058333333333333334,1.0,0.0,1.0,1.0,0.00043206391531190803,-0.000440639886498736,0.49763019134607767,0.9999980150653734,-0.0013757743030016793,-0.0011016032944225675,-0.000929290354009969,0.013488057672993568,-0.008065520288052921,0.004098274559135356,-0.04744260623522948,-0.036106191873458274,-0.03648818438059962,0.005569897823249904,0.5016406510698458,-0.9950128539429407,0.0070938118276119766,0.5332995055021131,-1.0621164481157912,0.0020173787151179855,-0.49772900612407145,1.0034099092365631,0.0020172666737286026,-0.4978202115363791,1.0004423095768238,0.10130074003094278,0.047295422786708397,0.0725747926317899,0.1542645741986342,0.6096968827037097,-1.0542315962698057,0.03159667232076023,0.053596961505055774,0.05493164471881862,0.03163224803181928,0.04878627220772036,0.002796055765119654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06666666666666667,1.0,0.0,1.0,1.0,0.0005479218496983417,-0.0005082030467709182,0.4976646626868184,0.9999973931868482,-0.0015736015846607705,-0.001252016221581271,-0.0010815974028438135,0.014275571469562605,-0.008118212120042222,0.004063788638658555,-0.04752801892241137,-0.036078909581420966,-0.03659703920713159,0.006415114354977767,0.5020444903122327,-0.9944119856153287,0.008412628381701988,0.5384126132388034,-1.070865181592068,0.0022809351568752563,-0.4972726500855205,1.0038639532776772,0.0022811507324459776,-0.49740454673398327,1.0004620249615097,0.1015341445147941,0.049366525156446794,0.07174080555206075,0.16224372977715612,0.6170937377440322,-1.0450287201772612,0.03167263379479843,0.05568431476664304,0.05412234481520617,0.03171563358699947,0.05073836681452115,0.002028328966199311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.075,1.0,0.0,1.0,1.0,0.0006695262169407049,-0.0005762428346705542,0.4976989426523611,0.9999966854143004,-0.0017717833699492833,-0.0014023116327423243,-0.0012342877246918826,0.014896687605673576,-0.008171269499041806,0.004033014931858719,-0.04761334166295681,-0.03604967952960955,-0.03668175424851495,0.007262133565163139,0.5024634264891199,-0.9938171738504064,0.009797873990564579,0.5435844011311803,-1.0795335934520789,0.0025452559450312925,-0.49680093421129407,1.0043119483168166,0.0025458605668452605,-0.49697457208947043,1.0004761150595938,0.10174337259584343,0.05098137821728521,0.07109662175103226,0.17021380907941616,0.6238336389128118,-1.0349865932449998,0.03177109994707392,0.0573416627207457,0.05346202570845282,0.03182141867872699,0.052273359702744715,0.001423132925850723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
